_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan
67d7c106380fe7c64399ee92,H00FRA0002172884,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-31T07:42:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c106380fe7c6439a1859,H00FRA0002179294,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-04T08:08:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d4f38,H00FFA0003199697,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-09T20:03:22,shipment manifested,2025-01-10T08:04:00,collection scheduled,2025-01-10T19:32:06,collection failed. to be rescheduled.,2025-01-11T11:21:25,shipment dropped off awaiting carrier collection,2025-01-11T13:02:45,shipment collected,2025-01-11T16:12:25,warehouse scan,2025-01-12T23:51:47,warehouse scan,2025-01-13T05:32:59,warehouse scan,2025-01-13T05:47:50,in transit,2025-01-13T08:15:00,collection scheduled,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d70fb,H00FFA0003195360,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T14:47:16,shipment manifested,2025-01-07T07:26:00,collection scheduled,2025-01-08T15:34:12,shipment dropped off awaiting carrier collection,2025-01-09T15:00:32,shipment collected,2025-01-09T18:19:49,warehouse scan,2025-01-09T18:20:33,warehouse scan,2025-01-09T19:25:10,collection failed. to be rescheduled.,2025-01-10T07:21:10,warehouse scan,2025-01-10T07:22:10,warehouse scan,2025-01-10T07:24:00,collection scheduled,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d717a,H00FFA0003201860,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-12T15:50:44,shipment manifested,2025-01-15T12:50:24,shipment dropped off awaiting carrier collection,2025-01-15T20:48:36,shipment collected,2025-01-15T22:41:02,warehouse scan,2025-01-15T22:49:09,warehouse scan,2025-01-16T02:03:17,warehouse scan,2025-01-16T07:50:00,collection scheduled,2025-01-16T15:10:13,collection failed,2025-01-17T01:39:59,warehouse scan,2025-01-17T07:39:00,collection scheduled,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d7241,H00FFA0003206846,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-17T11:01:46,shipment manifested,2025-01-19T10:36:34,shipment dropped off awaiting carrier collection,2025-01-20T07:06:00,collection scheduled,2025-01-20T13:40:27,collection failed,2025-01-20T13:48:46,shipment collected,2025-01-20T17:29:41,warehouse scan,2025-01-21T16:05:27,warehouse scan,2025-01-21T22:33:27,warehouse scan,2025-01-21T23:06:44,in transit,2025-01-22T07:41:00,collection scheduled,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d7f31,H00FRA0002187936,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T16:04:29,shipment manifested,2025-01-07T08:36:00,collection scheduled,2025-01-07T18:06:35,collection failed,2025-01-08T08:22:00,collection scheduled,2025-01-08T21:12:36,collection failed,2025-01-09T07:34:00,collection scheduled,2025-01-09T16:16:18,shipment dropped off awaiting carrier collection,2025-01-09T17:41:00,shipment collected,2025-01-09T20:33:43,warehouse scan,2025-01-09T21:28:29,collection failed,2025-01-10T07:56:00,collection scheduled,,,,,,,,,,,,,,
67d7c109380fe7c6439d9beb,H00FRA0002201243,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-17T18:32:48,shipment manifested,2025-01-20T10:03:03,shipment dropped off awaiting carrier collection,2025-01-20T10:12:00,collection scheduled,2025-01-20T12:31:29,shipment collected,2025-01-20T21:00:51,warehouse scan,2025-01-20T21:01:17,warehouse scan,2025-01-21T04:04:45,warehouse scan,2025-01-21T09:25:05,collection failed,2025-01-22T05:29:34,warehouse scan,2025-01-22T06:42:24,in transit,2025-01-22T07:37:00,collection scheduled,,,,,,,,,,,,,,
67d7c109380fe7c6439d9cbc,H00FRA0002192848,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-09T22:42:48,shipment manifested,2025-01-10T07:45:00,collection scheduled,2025-01-10T20:41:42,collection failed. to be rescheduled.,2025-01-11T07:39:00,collection scheduled,2025-01-11T16:30:40,collection failed,2025-01-12T11:40:41,shipment dropped off awaiting carrier collection,2025-01-12T18:01:16,shipment collected,2025-01-13T07:36:00,collection scheduled,2025-01-13T15:08:30,warehouse scan,2025-01-13T18:47:13,collection failed. to be rescheduled.,2025-01-14T07:44:00,collection scheduled,,,,,,,,,,,,,,
67d7c109380fe7c6439db140,H00FRA0002188990,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-07T10:04:00,shipment manifested,2025-01-08T08:22:00,collection scheduled,2025-01-09T11:47:56,collection failed. to be rescheduled.,2025-01-09T14:22:24,shipment dropped off awaiting carrier collection,2025-01-10T07:56:00,collection scheduled,2025-01-10T12:13:09,shipment collected,2025-01-10T17:36:00,warehouse scan,2025-01-10T19:13:46,collection failed,2025-01-11T07:15:41,warehouse scan,2025-01-11T07:16:41,warehouse scan,2025-01-11T08:18:00,collection scheduled,,,,,,,,,,,,,,
67d7c10a380fe7c6439dfeba,H00FFA0003195346,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T14:37:14,shipment manifested,2025-01-07T07:26:00,collection scheduled,2025-01-08T15:35:14,shipment dropped off awaiting carrier collection,2025-01-09T14:59:24,shipment collected,2025-01-09T18:25:41,warehouse scan,2025-01-09T18:26:23,warehouse scan,2025-01-09T19:25:10,collection failed. to be rescheduled.,2025-01-10T07:24:00,collection scheduled,2025-01-10T13:05:13,warehouse scan,2025-01-10T20:26:55,collection failed. to be rescheduled.,2025-01-11T00:05:57,warehouse scan,2025-01-11T03:09:20,in transit,2025-01-11T07:27:00,collection scheduled,,,,,,,,,,
67d7c10a380fe7c6439dfebc,H00FFA0003195360,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T14:47:16,shipment manifested,2025-01-07T07:26:00,collection scheduled,2025-01-08T15:34:12,shipment dropped off awaiting carrier collection,2025-01-09T15:00:32,shipment collected,2025-01-09T18:19:49,warehouse scan,2025-01-09T18:20:33,warehouse scan,2025-01-09T19:25:10,collection failed. to be rescheduled.,2025-01-10T07:21:10,warehouse scan,2025-01-10T07:22:10,warehouse scan,2025-01-10T07:24:00,collection scheduled,2025-01-10T15:53:23,warehouse scan,2025-01-10T20:26:58,collection failed. to be rescheduled.,2025-01-11T07:27:00,collection scheduled,,,,,,,,,,
67d7c10b380fe7c6439e97de,H00FFA0003195360,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T14:47:16,shipment manifested,2025-01-07T07:26:00,collection scheduled,2025-01-08T15:34:12,shipment dropped off awaiting carrier collection,2025-01-09T15:00:32,shipment collected,2025-01-09T18:19:49,warehouse scan,2025-01-09T18:20:33,warehouse scan,2025-01-09T19:25:10,collection failed. to be rescheduled.,2025-01-10T07:21:10,warehouse scan,2025-01-10T07:22:10,warehouse scan,2025-01-10T07:24:00,collection scheduled,2025-01-10T15:53:23,warehouse scan,2025-01-10T20:26:58,collection failed. to be rescheduled.,2025-01-11T07:27:00,collection scheduled,2025-01-11T09:32:06,out for delivery,2025-01-11T10:24:44,scheduled for delivery,2025-01-11T11:27:42,delivery attempted. unable to access the premises for delivery.,2025-01-12T14:05:50,collection failed. to be rescheduled.,2025-01-13T07:02:00,collection scheduled
67d7c107380fe7c6439a2372,H00FRA0002176212,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-26T10:40:46,shipment manifested,2024-12-27T07:37:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a2377,H00FRA0002175929,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-26T12:21:34,shipment manifested,2024-12-27T08:04:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a2381,H00FFA0003197580,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-08T10:36:58,shipment manifested,2025-01-09T07:54:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a2396,H00FFA0003197631,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-07T20:15:31,shipment manifested,2025-01-08T07:16:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a2398,H00FRA0002176084,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-26T16:29:13,shipment manifested,2024-12-27T06:59:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a2399,H00FRA0002175854,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-26T10:00:30,shipment manifested,2024-12-27T07:50:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a23a0,H00FRA0002187936,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T16:04:29,shipment manifested,2025-01-07T08:36:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a23b8,H00FRA0002190616,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-08T10:50:37,shipment manifested,2025-01-10T07:45:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a23c8,H00FFA0003196108,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T19:20:14,shipment manifested,2025-01-07T07:38:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a2405,H00FRA0002189144,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-07T12:56:09,shipment manifested,2025-01-08T07:54:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a9173,H00FFA0003186880,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-27T10:09:30,shipment manifested,2024-12-29T10:28:32,shipment dropped off awaiting carrier collection,2024-12-30T07:21:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a91dd,H00FFA0003187262,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-27T16:23:39,shipment manifested,2024-12-29T14:00:25,shipment dropped off awaiting carrier collection,2024-12-30T00:56:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a91e6,H00FRA0002177074,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-27T17:26:58,shipment manifested,2024-12-29T11:37:33,shipment dropped off awaiting carrier collection,2024-12-30T07:45:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a9466,H00FRA0002182087,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-02T08:41:05,shipment manifested,2025-01-02T16:44:58,shipment dropped off awaiting carrier collection,2025-01-03T07:49:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439aab5b,1Z61A84F9909658187,0bb863db-1a5d-4688-8212-a842ab236726,2024-09-30T15:04:40,shipment manifested,2024-10-01T08:44:03,collection scheduled,2024-10-01T10:13:04,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439aab72,1Z61A84F9908589790,0bb863db-1a5d-4688-8212-a842ab236726,2024-09-30T15:04:40,shipment manifested,2024-10-01T08:44:03,collection scheduled,2024-10-01T10:13:04,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439aac05,H00FRA0002201180,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-17T17:40:43,shipment manifested,2025-01-19T14:57:53,shipment dropped off awaiting carrier collection,2025-01-20T05:17:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439ab9bb,H00FRA0002184726,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-03T19:31:48,shipment manifested,2025-01-04T20:55:58,shipment dropped off awaiting carrier collection,2025-01-06T08:13:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439ababe,H00FRA0002179256,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-30T10:35:53,shipment manifested,2024-12-30T10:35:53,shipment manifested,2024-12-31T07:09:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439ace0c,H00FRA0002092529,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-18T10:30:37,shipment manifested,2024-10-20T10:18:51,shipment dropped off awaiting carrier collection,2024-10-21T06:28:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439afbcb,H00FRA0002187936,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T16:04:29,shipment manifested,2025-01-07T08:36:00,collection scheduled,2025-01-07T18:06:35,collection failed,2025-01-08T08:22:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439afe9a,H00FRA0002097315,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-26T10:00:16,shipment manifested,2024-10-29T07:06:00,collection scheduled,2024-10-29T11:30:09,collection failed,2024-10-30T07:12:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439afec9,H00FFA0003183252,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-20T17:49:51,shipment manifested,2024-12-23T07:21:00,collection scheduled,2024-12-23T16:18:45,collection failed,2024-12-24T07:10:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b0296,H00FFA0003096574,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-23T07:34:11,shipment manifested,2024-10-24T08:17:00,collection scheduled,2024-10-24T13:40:32,collection failed,2024-10-26T05:02:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b0377,H00FFA0003198241,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-08T16:08:26,shipment manifested,2025-01-09T06:08:00,collection scheduled,2025-01-09T11:23:51,collection failed,2025-01-10T05:03:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b046f,H00FFA0003192302,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-02T23:22:37,shipment manifested,2025-01-03T07:13:00,collection scheduled,2025-01-03T09:08:02,collection failed,2025-01-06T07:27:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
