_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan
67d7c107380fe7c6439b04a5,H00FRA0002185843,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-09T21:35:14,warehouse scan,2025-01-10T02:11:40,warehouse scan,2025-01-10T02:12:40,warehouse scan,2025-01-10T08:11:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b052a,H00FRA0002190161,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-08T09:36:02,shipment manifested,2025-01-09T07:47:00,collection scheduled,2025-01-09T16:41:50,collection failed,2025-01-10T08:04:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b0837,H00FFA0003193746,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-05T07:27:15,shipment manifested,2025-01-06T08:22:00,collection scheduled,2025-01-06T13:32:19,collection failed,2025-01-07T00:12:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b08be,H00FRA0002178381,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-29T17:27:59,shipment manifested,2024-12-30T07:21:00,collection scheduled,2024-12-30T15:11:07,collection failed,2024-12-31T07:24:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b7a82,H00FRA0002186922,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-05T20:17:05,shipment manifested,2025-01-06T07:27:00,collection scheduled,2025-01-06T12:38:42,collection failed. to be rescheduled.,2025-01-07T19:43:24,shipment dropped off awaiting carrier collection,2025-01-08T07:33:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b7af4,H00FRA0002186934,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-05T20:22:45,shipment manifested,2025-01-06T07:27:00,collection scheduled,2025-01-06T12:38:42,collection failed. to be rescheduled.,2025-01-07T19:43:15,shipment dropped off awaiting carrier collection,2025-01-08T07:33:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b95d1,H00FRA0002183801,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-03T13:43:03,shipment manifested,2025-01-04T12:17:59,shipment dropped off awaiting carrier collection,2025-01-04T15:14:38,shipment collected,2025-01-04T17:13:23,warehouse scan,2025-01-06T07:43:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b9fe6,H00FRA0002195539,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-13T10:06:55,shipment manifested,2025-01-14T06:04:00,collection scheduled,2025-01-14T18:00:00,shipment dropped off awaiting carrier collection,2025-01-14T18:57:53,collection failed,2025-01-15T06:04:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439baf1d,H00FRA0002179004,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-30T12:16:47,shipment manifested,2024-12-30T12:33:33,shipment dropped off awaiting carrier collection,2024-12-30T12:40:46,shipment collected,2024-12-30T19:00:16,warehouse scan,2024-12-31T07:13:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439bce92,H00FRA0002188990,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-07T10:04:00,shipment manifested,2025-01-08T08:22:00,collection scheduled,2025-01-09T11:47:56,collection failed. to be rescheduled.,2025-01-09T14:22:24,shipment dropped off awaiting carrier collection,2025-01-10T07:56:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bcfba,H00FRA0002187936,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T16:04:29,shipment manifested,2025-01-07T08:36:00,collection scheduled,2025-01-07T18:06:35,collection failed,2025-01-08T08:22:00,collection scheduled,2025-01-08T21:12:36,collection failed,2025-01-09T07:34:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd286,H00FRA0002097315,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-26T10:00:16,shipment manifested,2024-10-29T07:06:00,collection scheduled,2024-10-29T11:30:09,collection failed,2024-10-30T07:12:00,collection scheduled,2024-10-30T09:35:29,collection failed,2024-10-31T07:10:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bdcc8,H00FFA0003105448,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-31T13:10:25,shipment manifested,2024-11-01T07:17:00,collection scheduled,2024-11-01T18:27:17,collection failed,2024-11-02T07:17:00,collection scheduled,2024-11-02T18:35:38,collection failed,2024-11-04T07:19:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bdd08,H00FFA0003105626,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-31T12:19:35,shipment manifested,2024-11-01T07:38:00,collection scheduled,2024-11-01T10:47:35,collection failed,2024-11-02T07:28:00,collection scheduled,2024-11-02T10:50:06,collection failed,2024-11-04T09:14:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439be898,H00FRA0002099585,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-30T19:13:49,shipment manifested,2024-10-31T08:34:00,collection scheduled,2024-10-31T11:41:31,collection failed,2024-11-01T08:32:00,collection scheduled,2024-11-01T14:28:13,collection failed,2024-11-02T08:32:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bef33,H00FFA0003090899,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-17T13:13:11,shipment manifested,2024-10-18T06:06:00,collection scheduled,2024-10-18T12:13:48,collection failed,2024-10-19T06:12:00,collection scheduled,2024-10-19T16:44:18,collection failed,2024-10-21T06:08:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bf5ce,H00FFA0003093744,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-21T09:11:22,shipment manifested,2024-10-22T06:38:00,collection scheduled,2024-10-22T11:53:06,collection failed,2024-10-23T06:36:00,collection scheduled,2024-10-23T10:45:25,collection failed,2024-10-24T06:35:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bfd07,H00FFA0003106111,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-31T18:34:09,shipment manifested,2024-11-01T07:38:00,collection scheduled,2024-11-01T11:15:18,collection failed,2024-11-05T07:34:00,collection scheduled,2024-11-05T09:46:25,collection failed,2024-11-06T07:39:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bfd88,H00FFA0003106185,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-31T21:39:53,shipment manifested,2024-11-01T07:31:00,collection scheduled,2024-11-01T14:22:30,collection failed,2024-11-02T07:58:00,collection scheduled,2024-11-02T19:56:10,collection failed,2024-11-09T07:39:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c053b,H00FFA0003099784,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-25T13:52:51,shipment manifested,2024-10-28T07:36:00,collection scheduled,2024-10-28T16:42:33,collection failed,2024-10-29T07:36:00,collection scheduled,2024-10-29T14:40:50,collection failed,2024-10-30T07:03:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c8745,H00FFA0003201860,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-12T15:50:44,shipment manifested,2025-01-15T12:50:24,shipment dropped off awaiting carrier collection,2025-01-15T20:48:36,shipment collected,2025-01-15T22:41:02,warehouse scan,2025-01-15T22:49:09,warehouse scan,2025-01-16T02:03:17,warehouse scan,2025-01-16T07:50:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c898d,H00FFA0003208802,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-22T16:37:14,warehouse scan,2025-01-22T16:37:14,warehouse scan,2025-01-22T16:38:14,warehouse scan,2025-01-22T16:38:14,warehouse scan,2025-01-22T23:22:40,warehouse scan,2025-01-22T23:22:40,warehouse scan,2025-01-23T06:43:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c927c,H00FRA0002195173,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-12T19:27:58,shipment manifested,2025-01-13T07:20:00,collection scheduled,2025-01-13T15:34:02,collection failed,2025-01-13T15:34:04,shipment dropped off awaiting carrier collection,2025-01-13T21:18:32,warehouse scan,2025-01-13T21:19:02,warehouse scan,2025-01-14T07:07:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439ca651,H00FRA0002185843,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-09T21:35:14,warehouse scan,2025-01-10T02:11:40,warehouse scan,2025-01-10T02:12:40,warehouse scan,2025-01-10T08:11:00,collection scheduled,2025-01-10T11:46:51,collection failed,2025-01-10T15:32:49,warehouse scan,2025-01-11T07:52:24,out for delivery,2025-01-11T08:06:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cab59,H00FRA0002183837,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-03T10:56:16,shipment manifested,2025-01-03T13:24:14,shipment dropped off awaiting carrier collection,2025-01-03T16:16:40,shipment collected,2025-01-03T20:26:54,warehouse scan,2025-01-04T10:58:46,warehouse scan,2025-01-05T19:42:26,warehouse scan,2025-01-05T22:28:27,in transit,2025-01-06T08:13:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cb83e,H00FFA0003090899,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-17T13:13:11,shipment manifested,2024-10-18T06:06:00,collection scheduled,2024-10-18T12:13:48,collection failed,2024-10-19T06:12:00,collection scheduled,2024-10-19T16:44:18,collection failed,2024-10-21T06:08:00,collection scheduled,2024-10-22T09:51:23,collection failed,2024-10-23T06:13:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cbd9c,H00FFA0003093744,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-21T09:11:22,shipment manifested,2024-10-22T06:38:00,collection scheduled,2024-10-22T11:53:06,collection failed,2024-10-23T06:36:00,collection scheduled,2024-10-23T10:45:25,collection failed,2024-10-24T06:35:00,collection scheduled,2024-10-24T10:50:00,collection failed,2024-10-26T06:35:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cc434,H00FFA0003106185,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-31T21:39:53,shipment manifested,2024-11-01T07:31:00,collection scheduled,2024-11-01T14:22:30,collection failed,2024-11-02T07:58:00,collection scheduled,2024-11-02T19:56:10,collection failed,2024-11-09T07:39:00,collection scheduled,2024-11-09T17:37:32,collection failed. to be rescheduled.,2024-11-12T08:36:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cd274,H00FRA0002192848,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-09T22:42:48,shipment manifested,2025-01-10T07:45:00,collection scheduled,2025-01-10T20:41:42,collection failed. to be rescheduled.,2025-01-11T07:39:00,collection scheduled,2025-01-11T16:30:40,collection failed,2025-01-12T11:40:41,shipment dropped off awaiting carrier collection,2025-01-12T18:01:16,shipment collected,2025-01-13T07:36:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cdb06,H00FFA0003100830,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-27T18:09:52,shipment manifested,2024-10-30T07:12:00,collection scheduled,2024-10-30T13:29:44,collection failed,2024-10-31T07:10:00,collection scheduled,2024-10-31T10:12:29,collection failed,2024-11-01T07:12:00,collection scheduled,2024-11-05T10:18:45,collection failed,2024-11-06T07:13:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cdde8,H00FFA0003102961,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-29T13:41:22,shipment manifested,2024-10-30T07:43:00,collection scheduled,2024-10-30T14:14:29,collection failed,2024-10-31T07:44:00,collection scheduled,2024-10-31T14:32:08,collection failed,2024-11-01T07:43:00,collection scheduled,2024-11-01T13:58:20,collection failed,2024-11-02T08:24:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439ce0bb,H00FFA0003195346,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T14:37:14,shipment manifested,2025-01-07T07:26:00,collection scheduled,2025-01-08T15:35:14,shipment dropped off awaiting carrier collection,2025-01-09T14:59:24,shipment collected,2025-01-09T18:25:41,warehouse scan,2025-01-09T18:26:23,warehouse scan,2025-01-09T19:25:10,collection failed. to be rescheduled.,2025-01-10T07:24:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439ce359,H00FFA0003208802,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-22T16:37:14,warehouse scan,2025-01-22T16:37:14,warehouse scan,2025-01-22T16:38:14,warehouse scan,2025-01-22T16:38:14,warehouse scan,2025-01-22T23:22:40,warehouse scan,2025-01-22T23:22:40,warehouse scan,2025-01-23T06:43:00,collection scheduled,2025-01-23T06:43:00,collection scheduled,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cf5a5,H00FRA0002176503,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-27T11:07:33,shipment manifested,2024-12-30T07:11:00,collection scheduled,2024-12-30T13:09:48,collection failed,2024-12-30T14:16:22,shipment dropped off awaiting carrier collection,2024-12-30T15:34:25,shipment collected,2024-12-30T18:07:51,warehouse scan,2024-12-31T06:34:19,warehouse scan,2024-12-31T06:35:19,warehouse scan,2024-12-31T07:09:00,collection scheduled,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cfc30,H00FRA0002185843,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-09T21:35:14,warehouse scan,2025-01-10T02:11:40,warehouse scan,2025-01-10T02:12:40,warehouse scan,2025-01-10T08:11:00,collection scheduled,2025-01-10T11:46:51,collection failed,2025-01-10T15:32:49,warehouse scan,2025-01-11T07:52:24,out for delivery,2025-01-11T08:06:00,collection scheduled,2025-01-11T08:06:00,collection scheduled,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d24bb,H00FRA0002202295,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-19T09:26:51,shipment manifested,2025-01-20T06:49:00,collection scheduled,2025-01-20T12:00:13,shipment dropped off awaiting carrier collection,2025-01-20T12:48:27,shipment collected,2025-01-20T14:39:47,collection failed. to be rescheduled.,2025-01-20T20:21:06,warehouse scan,2025-01-21T05:33:10,warehouse scan,2025-01-21T05:34:10,warehouse scan,2025-01-21T07:24:00,collection scheduled,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d3a92,H00FRA0002201104,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-21T11:05:36,warehouse scan,2025-01-21T11:06:36,warehouse scan,2025-01-21T16:21:52,warehouse scan,2025-01-21T18:18:17,collection failed. to be rescheduled.,2025-01-21T18:18:17,collection failed. to be rescheduled.,2025-01-21T19:44:36,in transit,2025-01-21T19:44:36,in transit,2025-01-22T08:21:00,collection scheduled,2025-01-22T08:21:00,collection scheduled,,,,,,,,,,,,,,,,,,
